Team,Season,Jersey Type,Design,Color,Brand,Sponsor,League,Nation,Rating,Worn By Player,Image 1,Image 2,Tournament won,Standing,Team Logo,,,,,
Chennai Super Kings,2009,Home,Yellow/Blue,Yellow,Reebok,Aircel,IPL,India,4.3/5,"MS Dhoni, Matthew Hayden, Suresh Raina",https://drive.google.com/file/d/17qxLCxy_-pYAyuVGsNGUKuppJVhcaxOe/view?usp=sharing,,NO,4,https://drive.google.com/file/d/1vpZi6ZVHgc-59mIx2pj4V4xYScdrzrQf/view?usp=sharing,,,,,
Chennai Super Kings,2008,Home,Yellow/Blue,Yellow,Reebok,Aircel,IPL,India,4.3/5,"MS Dhoni, Matthew Hayden, Muttiah Muralitharan",https://drive.google.com/file/d/17qxLCxy_-pYAyuVGsNGUKuppJVhcaxOe/view?usp=sharing,,NO,2,https://drive.google.com/file/d/1vpZi6ZVHgc-59mIx2pj4V4xYScdrzrQf/view?usp=sharing,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Rajasthan Royals,2026,Home,Pink/Navy Blue/Gold,Pink,FanCode,Luminous,IPL,India,,,,NO,,https://drive.google.com/file/d/1SdEckwDKMyENecYU-ktp74jTFStveN68/view?usp=sharing,,,,,
Rajasthan Royals,2025,Home,Pink/Navy Blue/Gold,Pink,FanCode,Luminous,IPL,India,4.0/5,"Sanju Samson, Yashasvi Jaiswal, Vaibhav Suryavanshi",https://drive.google.com/file/d/1jhk3G1MLt6naQCENgbP9Icx85t7ZqNcX/view?usp=sharing,,NO,9,https://drive.google.com/file/d/1SdEckwDKMyENecYU-ktp74jTFStveN68/view?usp=sharing,,,,,
Rajasthan Royals,2024,Home,Pink/Blue/Gold,Pink,ALCIS,Luminous,IPL,India,4.0/5,"Sanju Samson, Jos Buttler, Yashasvi Jaiswal",https://drive.google.com/file/d/1rVo2PSwbso4q-mNPw4-p6Ce4pRBp5tbw/view?usp=sharing,,NO,8,https://drive.google.com/file/d/1SdEckwDKMyENecYU-ktp74jTFStveN68/view?usp=sharing,,,,,
Rajasthan Royals,2023,Home,Pink/Dark Blue,Pink,ALCIS,Luminous,IPL,India,4.1/5,"Sanju Samson, Jos Buttler, Yuzvendra Chahal",https://drive.google.com/file/d/1JhfyiGWtNSFGqNezNpyYQ7PJsrwVfW-B/view?usp=sharing,,NO,5,https://drive.google.com/file/d/1SdEckwDKMyENecYU-ktp74jTFStveN68/view?usp=sharing,,,,,
Rajasthan Royals,2022,Home,Pink/Blue,Pink,ALCIS,Happilo,IPL,India,4.0/5,"Sanju Samson, Jos Buttler, Yuzvendra Chahal",https://drive.google.com/file/d/1MiPc7azRJsjUhZH6paYDghvbh5fwfrnN/view?usp=sharing,,NO,2,https://drive.google.com/file/d/1SdEckwDKMyENecYU-ktp74jTFStveN68/view?usp=sharing,,,,,
Rajasthan Royals,2021,Home,Pink/Blue,Pink,ALCIS,Dubai Expo 2021,IPL,India,4.0/5,"Sanju Samson, Jos Buttler, Chris Morris",https://drive.google.com/file/d/1op0D8NkGOPkzmoyBkpj334kVbMUrzFt5/view?usp=sharing,,NO,7,https://drive.google.com/file/d/1SdEckwDKMyENecYU-ktp74jTFStveN68/view?usp=sharing,,,,,
Rajasthan Royals,2020,Home,Pink/Blue,Pink,ALCIS,EV 9,IPL,India,4.0/5,"Sanju Samson, Jofra Archer, Steve Smith",https://drive.google.com/file/d/1IkDWd2bja88adhCZnwwqP8rte_fBgIwX/view?usp=sharing,,NO,8,https://drive.google.com/file/d/1SdEckwDKMyENecYU-ktp74jTFStveN68/view?usp=sharing,,,,,
Rajasthan Royals,2019,Home,Pink/Blue,Pink,ALCIS,JK Lakshmi Cement,IPL,India,4.1/5,"Sanju Samson, Ajinkya Rahane, Jofra Archer",https://drive.google.com/file/d/17ZvVRemcQ2eKP1SE7y9_wgRTlIclyO9j/view?usp=sharing,,NO,7,https://drive.google.com/file/d/1SdEckwDKMyENecYU-ktp74jTFStveN68/view?usp=sharing,,,,,
Rajasthan Royals,2018,Home,Blue/Gold,Blue,TYKA,JK Lakshmi Cement,IPL,India,4.0/5,"Sanju Samson, Shane Watson, Ajinkya Rahane",https://drive.google.com/file/d/1qK1nHPyx7Hc1Jp2xobOcv_BpTVmnGH_D/view?usp=sharing,,NO,4,https://drive.google.com/file/d/1SdEckwDKMyENecYU-ktp74jTFStveN68/view?usp=sharing,,,,,
Rajasthan Royals,2017,Home,-,-,-,-,-,-,-,Suspended,-,,NO,Suspended,https://drive.google.com/file/d/1SdEckwDKMyENecYU-ktp74jTFStveN68/view?usp=sharing,,,,,
Rajasthan Royals,2016,Home,-,-,-,-,-,-,-,Suspended,-,,NO,Suspended,https://drive.google.com/file/d/1SdEckwDKMyENecYU-ktp74jTFStveN68/view?usp=sharing,,,,,
